estimator,trial,beta,sign_error,mse,entropy_final,sign_prob_final
xy_snapshot,7,0.0,0.27,0.1188088011789157,0.9997092544408195,0.5100378266123908
xy_snapshot,8,0.0,0.21,0.20356261976059947,0.4642669383703671,0.9014861156947062
xy_snapshot,9,0.0,0.24,0.1352066447592437,0.8039827218252098,0.2454476229488793
xy_snapshot,10,0.0,0.17,0.15350813032426042,0.00387032574730881,0.00029374925790597625
xy_snapshot,11,0.0,0.19,0.10513086547765553,0.06383837127455451,0.9924833768963642
xy_snapshot,12,0.0,0.17,0.08962856075658929,0.903922243427803,0.31957826187419286
xy_snapshot,13,0.0,0.19,0.2074903879588289,0.3181316867394923,0.057671560676542326
xy_snapshot,14,0.0,0.19,0.105629272732931,0.953832462256069,0.3741865245725776
xy_snapshot,15,0.0,0.22,0.08004250228149866,0.7828285265012729,0.23278142321489792
xy_snapshot,16,0.0,0.15,0.10590586213966242,0.8288939921381147,0.7385717434257324
xy_snapshot,17,0.0,0.35,0.13050707254472754,0.861454154601396,0.7155420835307787
xy_snapshot,18,0.0,0.29,0.10855574541009845,0.7591395249722728,0.21943775200769872
xy_snapshot,19,0.0,0.27,0.09475527965276508,0.9958718694432086,0.46219344100453424
xy_snapshot,20,0.0,0.12,0.17265154858144335,0.82751339058429,0.26050893428303357
xy_snapshot,21,0.0,0.17,0.1615064292678104,0.7796728291669701,0.7690447364831823
xy_snapshot,22,0.0,0.18,0.07890101705704909,0.8569991108973074,0.2811397170124127
xy_snapshot,23,0.0,0.31,0.12241609981733934,0.2882528485361717,0.9495624239892718
xy_snapshot,24,0.0,0.21,0.12613644775866067,0.07617381911077564,0.009308581415514768
xy_snapshot,25,0.0,0.22,0.10375622642403708,0.843625757393593,0.27151189703434386
xy_snapshot,26,0.0,0.2,0.07944272177959555,0.9309186650831092,0.3465167255400032
xy_snapshot,27,0.0,0.27,0.10703003292128305,0.9654835328835909,0.6089347801038324
xy_snapshot,28,0.0,0.19,0.1135817785984578,0.8865424259640993,0.695650888411038
xy_snapshot,29,0.0,0.17,0.1331980353216824,0.5970676854196165,0.14495415879073725
xy_snapshot,30,0.0,0.18,0.35695481513449856,0.9997525619692971,0.4907398388841534
xy_snapshot,31,0.0,0.2,0.17521540229951021,0.33378058528186744,0.061604259730321305
xy_snapshot,32,0.0,0.28,0.10441043719154393,0.21599072306321668,0.034398293317461706
xy_snapshot,33,0.0,0.25,0.14369442655220388,0.6961705614551077,0.8125197103661079
xy_snapshot,34,0.0,0.22,0.148125211533388,0.9966373537578059,0.46587524865578905
xy_snapshot,35,0.0,0.21,0.15116591725113168,0.9799979691316556,0.583066715526575
xy_snapshot,36,0.0,0.16,0.10518571993724908,0.9999251977697914,0.494908435463549
xy_snapshot,37,0.0,0.25,0.10931093732436353,0.0022440192055124446,0.9998403438286282
xy_snapshot,38,0.0,0.16,0.14419552300884972,0.17248161632055242,0.025725797054145908
xy_snapshot,39,0.0,0.27,0.08055631529209344,0.858133004998255,0.7180212509337942
xy_snapshot,40,0.0,0.24,0.09384550615934478,0.5423619080387201,0.8754279210593473
xy_snapshot,41,0.0,0.17,0.14129445608003324,0.9848163461008432,0.5724138557324135
xy_snapshot,42,0.0,0.19,0.12630987836303453,0.9959299399665977,0.5375399565371564
xy_snapshot,43,0.0,0.19,0.13255267703654242,0.7849328620954354,0.23400793052319363
xy_snapshot,44,0.0,0.26,0.0997981166357981,0.7454652782466062,0.21209344725989998
xy_snapshot,45,0.0,0.32,0.10113342313808114,0.9066471548135271,0.6779031413833405
xy_snapshot,46,0.0,0.28,0.11808989629235203,0.9899438692807947,0.4410331951519644
xy_snapshot,47,0.0,0.17,0.19632011808547672,0.5048508003670736,0.11164261978102138
xy_snapshot,48,0.0,0.25,0.19141557205580073,0.7011052125053476,0.18982499170498207
xy_snapshot,49,0.0,0.25,0.16194345103812555,0.28641219372313165,0.9499964131208678
xy_snapshot,50,0.0,0.17,0.08890776351872963,0.934513041131148,0.35049914135124033
xy_snapshot,51,0.0,0.34,0.09958284198283775,0.9500111694671902,0.6308578049297742
xy_snapshot,52,0.0,0.18,0.11803264495143749,0.02056266064076254,0.9980280183610807
xy_snapshot,53,0.0,0.22,0.12242336306000491,0.963374885542731,0.6121851818592955
xy_snapshot,54,0.0,0.33,0.1449363445518162,0.913244135612354,0.6716379416181274
xy_snapshot,55,0.0,0.2,0.08391960908885142,0.0248080170380801,0.9975466670738226
xy_snapshot,56,0.0,0.26,0.14811045989550914,0.9057305545862568,0.6787546845263479
xy_snapshot,57,0.0,0.36,0.08857700929526827,0.9596886678859752,0.38235550540397845
xy_snapshot,58,0.0,0.2,0.11856406008694935,0.9669599061678376,0.3934019743661449
xy_snapshot,59,0.0,0.22,0.09680737890809415,0.7061049252893403,0.19222600095606274
xy_snapshot,60,0.0,0.2,0.09648210015002447,0.9614843408020415,0.6150186598178432
xy_snapshot,61,0.0,0.22,0.2348503553479563,0.9393199642562511,0.6439915214095651
xy_snapshot,62,0.0,0.19,0.15955029354594358,0.01984675150644532,0.9981074508299946
xy_snapshot,63,0.0,0.22,0.10625383350814205,0.9896362831747381,0.44014031710735746
xy_snapshot,64,0.0,0.2,0.10259746179833956,0.9264576956854567,0.6582772817562085
xy_snapshot,65,0.0,0.21,0.23066119836522458,0.933734738544677,0.3496272736221795
xy_snapshot,66,0.0,0.26,0.11461015881095825,0.018257793130207593,0.998281842075114
xy_snapshot,67,0.0,0.29,0.1047436734018004,0.5371720235877997,0.8772649115970876
xy_snapshot,68,0.0,0.18,0.12346184579159543,0.8446886933463651,0.27225983045479357
xy_snapshot,69,0.0,0.24,0.09827359310832301,0.8885913062714481,0.30607555971873784
xy_snapshot,70,0.0,0.27,0.11317053783440144,0.7253216309619487,0.7982967058816742
xy_snapshot,71,0.0,0.19,0.10478368664217441,0.9972496395160189,0.46913583917236024
xy_snapshot,72,0.0,0.18,0.15818190488021883,0.3016431265600646,0.05363528173051064
xy_snapshot,73,0.0,0.18,0.13835483505497614,0.7718369647671146,0.7735129677509044
xy_snapshot,74,0.0,0.19,0.1486064050073943,0.0023557099503460103,0.00016853948441863573
xy_snapshot,75,0.0,0.32,0.10159800236847799,0.9997771970454437,0.508787129495074
xy_snapshot,76,0.0,0.26,0.09856619766891672,0.589553630960221,0.14203887299324888
xy_snapshot,77,0.0,0.17,0.09990221034021263,0.0010444074001318398,6.835463830253801e-05
xy_snapshot,78,0.0,0.25,0.10617823717438353,0.9991252640679069,0.5174097414331644
xy_snapshot,79,0.0,0.28,0.1010868253916296,0.13437149529439255,0.01875141115688263
xy_snapshot,80,0.0,0.22,0.09733806912974902,0.006604383052430678,0.9994633180241783
xy_snapshot,81,0.0,0.16,0.17290576236187732,0.6582724057486377,0.8297517276563688
xy_snapshot,82,0.0,0.16,0.15972002708743005,0.5735277590574571,0.13594797952014137
xy_snapshot,83,0.0,0.15,0.1171693184778976,0.03477811545024705,0.0036456273286359074
xy_snapshot,84,0.0,0.2,0.07097916848620281,0.6824078101273812,0.18106797456138427
xy_snapshot,85,0.0,0.21,0.10054320663452801,0.7977446382679885,0.7583674443297309
xy_snapshot,86,0.0,0.23,0.07800721785053684,0.5257291504128176,0.8812596562729071
xy_snapshot,87,0.0,0.24,0.132762080290946,0.7324007288309746,0.20529920538749086
xy_snapshot,88,0.0,0.25,0.19150528977746764,0.09317660440154642,0.9880944088535869
xy_snapshot,89,0.0,0.16,0.17081296467011559,0.0010050497541710707,0.9999344836097818
xy_snapshot,90,0.0,0.17,0.11963312738502822,0.22327262800609657,0.9640777806062129
xy_snapshot,91,0.0,0.26,0.13639883299259042,0.28281786028345146,0.950840015200524
xy_snapshot,92,0.0,0.24,0.1057681547615793,0.6852205519135497,0.8176363810092612
xy_snapshot,93,0.0,0.28,0.07856844026138855,0.02339074528886991,0.9977092632121427
xy_snapshot,94,0.0,0.21,0.10092991258225162,0.9725161219630644,0.5972858919091726
xy_snapshot,95,0.0,0.26,0.11931955035516088,0.5281187290713947,0.11956831613362998
xy_snapshot,96,0.0,0.21,0.10588452351885923,0.9969282842126548,0.5326162506513236
xy_snapshot,97,0.0,0.19,0.09403662260995364,0.9679922349969845,0.39506781722199674
xy_snapshot,98,0.0,0.24,0.0973114854615657,0.9712325596123931,0.40048322223310034
xy_snapshot,99,0.0,0.17,0.17986998122764636,0.5384027520760052,0.12316927535445928
xy_snapshot,100,0.0,0.22,0.12918823921503614,0.9538523980568727,0.6257866038726043
xy_snapshot,101,0.0,0.24,0.1056424022688977,0.9950345391658049,0.5414598885084938
xy_snapshot,102,0.0,0.18,0.12551078277007643,0.672875300056635,0.1767319380642257
xy_snapshot,103,0.0,0.14,0.20157477264857526,8.267677020771211e-05,0.9999957103148118
xy_snapshot,104,0.0,0.17,0.08955326136502738,0.9986348727433119,0.4782521769088585
xy_snapshot,105,0.0,0.24,0.08274560484255175,0.7153323380060836,0.19672637876590052
xy_snapshot,106,0.0,0.17,0.18601799491950607,0.09108154660394224,0.011577993193761604
xy_snapshot,107,0.0,0.16,0.09559975504470207,7.907186437380246e-05,0.999995912098862
xy_snapshot,108,0.0,0.21,0.12739810934362467,0.9934641908974309,0.4524424960174213
xy_snapshot,109,0.0,0.11,0.19898132455635434,0.7982257026781159,0.7580757016688492
xy_snapshot,110,0.0,0.2,0.15050059954701284,0.9079604762877258,0.676675199457546
xy_snapshot,111,0.0,0.21,0.08131877425837569,0.824940548603116,0.7411931510196954
xy_snapshot,112,0.0,0.31,0.1036634405051965,0.7569250376053076,0.21823146544074562
xy_snapshot,113,0.0,0.21,0.22603230648946135,0.4541602610197789,0.09537482189255382
xy_snapshot,114,0.0,0.19,0.13499866792705206,0.00032738439028987866,1.9126557032977774e-05
xy_snapshot,115,0.0,0.13,0.21831854328417488,0.4843492327951145,0.8950965342211669
xy_snapshot,116,0.0,0.26,0.08948756845788963,0.7965956847097415,0.7590625915726615
xy_snapshot,117,0.0,0.16,0.11596278425115622,0.37408299518930177,0.9277993228657778
xy_snapshot,118,0.0,0.29,0.1078548024578891,0.7825477873897857,0.2326183280219367
xy_snapshot,119,0.0,0.29,0.10097000331709172,0.287110228308218,0.05016801120314841
xy_snapshot,120,0.0,0.28,0.09073496909828772,0.03282031785543087,0.9965947945641684
xy_snapshot,121,0.0,0.19,0.42514497962985603,0.5509028522113675,0.12763014873405698
xy_snapshot,122,0.0,0.18,0.11953074978809636,8.116006378512983e-06,3.548942479399097e-07
xy_snapshot,123,0.0,0.11,0.1469004173476724,0.11665718618017257,0.01571575975550058
xy_snapshot,124,0.0,0.21,0.09629758182843996,0.789170245474546,0.7635006198954921
xy_snapshot,125,0.0,0.34,0.15141412139637497,0.9447158078739911,0.36247173744340905
xy_snapshot,126,0.0,0.34,0.1046734898690348,0.7450651254910028,0.21188219975253086
xy_snapshot,127,0.0,0.24,0.08649676260732919,0.007603854051796926,0.0006297042259117978
xy_snapshot,128,0.0,0.3,0.10294940403901777,0.21711817574102554,0.034632889193084215
xy_snapshot,129,0.0,0.2,0.10164966798731509,0.9696471472240101,0.397796700808971
xy_snapshot,130,0.0,0.28,0.15666190197308485,0.6906467708495816,0.8151154768797221
xy_snapshot,131,0.0,0.24,0.12665793471186718,0.7613744989566728,0.7793379756316856
xy_snapshot,132,0.0,0.16,0.18414654344577516,0.879204901949485,0.29830162687863815
xy_snapshot,133,0.0,0.18,0.13050572060854385,0.013358933097064169,0.001198499096211845
xy_snapshot,134,0.0,0.26,0.11881871482922729,0.9599095699504384,0.3826752429897143
xy_snapshot,135,0.0,0.13,0.3200987200182248,0.025868228486002048,0.9974238420218511
xy_snapshot,136,0.0,0.22,0.12424933683758699,0.7913088164117472,0.7622319887858834
xy_snapshot,137,0.0,0.23,0.21688541489963944,0.06928868368590778,0.9917015996625954
xy_snapshot,138,0.0,0.15,0.06454292213378779,0.0005778601901970787,0.9999643720656576
xy_snapshot,139,0.0,0.26,0.1027309100590286,0.6630077377390831,0.8276697527804224
xy_snapshot,140,0.0,0.14,0.11319550535326929,0.45682929946539796,0.09619891267705945
xy_snapshot,141,0.0,0.18,0.12099270794540509,0.6663603632286341,0.8261839114100932
xy_snapshot,142,0.0,0.23,0.11682116063840128,0.7251426084986279,0.20161311077131652
xy_snapshot,143,0.0,0.28,0.11506029588456243,0.99892848090303,0.5192683230313264
xy_snapshot,144,0.0,0.18,0.1847328203537254,0.4557239152852881,0.09585719110400086
xy_snapshot,145,0.0,0.2,0.10546853075202715,0.0013734043764349077,9.253313108881959e-05
xy_snapshot,146,0.0,0.21,0.09814201646925834,0.9856813794338007,0.5703279217059514
xy_snapshot,147,0.0,0.28,0.09931618496857567,0.7577329195692493,0.2186707642982589
xy_snapshot,148,0.0,0.25,0.14777157235970653,0.9962371380087365,0.5360967366344626
xy_snapshot,149,0.0,0.11,0.19123392538617334,0.19931856804902998,0.030987171137160707
xy_snapshot,150,0.0,0.2,0.18806595563771894,0.9803217052110793,0.41760514360870205
xy_snapshot,151,0.0,0.18,0.17409208088562955,0.9849615983315085,0.42793212799980684
xy_snapshot,152,0.0,0.24,0.11749537380947958,0.3023002709855268,0.05379405492322499
xy_snapshot,153,0.0,0.21,0.06284702529015188,0.5692055753890033,0.13433402470271014
xy_snapshot,154,0.0,0.33,0.1442834967358682,0.9933898429576147,0.5478268217852328
xy_snapshot,155,0.0,0.23,0.1787437387791566,0.7813450565080942,0.23192101162127077
xy_snapshot,156,0.0,0.24,0.11226101458936764,0.9986942059954832,0.47872989978284575
xy_snapshot,157,0.0,0.29,0.18597060844950714,0.5889604704478155,0.14181038101401813
xy_snapshot,158,0.0,0.21,0.10657408645022091,0.6996104609685159,0.8108878435086232
xy_snapshot,159,0.0,0.24,0.07508311737963498,0.8829752662719292,0.30138329898115584
xy_snapshot,160,0.0,0.09,0.13423629828221986,0.42251746426400283,0.9141342786551042
xy_snapshot,161,0.0,0.28,0.14287279564946928,0.9702156280957721,0.3987515775777638
xy_snapshot,162,0.0,0.17,0.08897024697477535,0.008672215005537633,0.9992687553187544
xy_snapshot,163,0.0,0.29,0.13519658067878018,0.9990308301038865,0.481674785960157
xy_snapshot,164,0.0,0.16,0.09187857721378012,0.027510277236385355,0.9972316587198772
xy_snapshot,165,0.0,0.18,0.14554994794296963,0.22125146795236497,0.035497167347687944
xy_snapshot,166,0.0,0.2,0.11998152973253473,0.1639640222368689,0.024115772021831492
xy_snapshot,167,0.0,0.22,0.15978641981076325,0.5265216409484955,0.11901457444962436
xy_snapshot,168,0.0,0.22,0.10267575911830931,0.3382869845174208,0.9372446256217334
xy_snapshot,169,0.0,0.27,0.08985486949381666,0.5802254599357817,0.13847290003455048
xy_snapshot,170,0.0,0.2,0.16412531079511805,0.1665966889453792,0.02461029922999675
xy_snapshot,171,0.0,0.23,0.16805476247371925,0.8843973034048167,0.3025596304344653
xy_snapshot,172,0.0,0.22,0.11367585222075367,0.638251636688142,0.8383460710246459
xy_snapshot,173,0.0,0.27,0.1459634280409313,0.14829273868096238,0.9787698737066177
xy_snapshot,174,0.0,0.12,0.11678064236943148,0.9935694259937463,0.45282634376088204
xy_snapshot,175,0.0,0.29,0.08514967799779848,0.5097778408227182,0.8867041660569185
xy_snapshot,176,0.0,0.28,0.07486061061035296,0.061268612380014575,0.007153687544717713
xy_snapshot,177,0.0,0.14,0.11935528020638272,0.27252440318564203,0.953227693847521
xy_snapshot,178,0.0,0.31,0.1401966874380875,0.4646489627477093,0.09863353108756394
xy_snapshot,179,0.0,0.06,0.1822418638942445,0.19708612179263424,0.030538672425284394
xy_snapshot,180,0.0,0.27,0.11304474395566601,0.9899768110335974,0.5588703692221684
xy_snapshot,181,0.0,0.15,0.09302335386392825,0.011686882665154106,0.9989719310507953
xy_snapshot,182,0.0,0.17,0.11601544204586131,0.3905328317807132,0.07672493463041007
xy_snapshot,183,0.0,0.19,0.2588672766213222,0.02497536165361002,0.9975273472706481
xy_snapshot,184,0.0,0.26,0.1429758830266628,0.9366224349362435,0.6471102131081053
xy_snapshot,185,0.0,0.26,0.16741444719808654,0.5145661884386779,0.11491528193183023
xy_snapshot,186,0.0,0.15,0.44933682900295857,0.0001244966186165473,6.681090952690891e-06
xy_snapshot,187,0.0,0.24,0.17636938473731878,0.6815527144544401,0.8193244291467664
xy_snapshot,188,0.0,0.16,0.15201509672895225,0.84616627826976,0.2733043260793116
xy_snapshot,189,0.0,0.35,0.14119380144673097,0.6666580515038766,0.8260515017218398
xy_snapshot,190,0.0,0.23,0.09023807920067214,0.8941462397403173,0.6891551908140914
xy_snapshot,191,0.0,0.25,0.13276189286757661,0.3021121938699088,0.94625140419876
xy_snapshot,192,0.0,0.26,0.08597599688569249,0.7408453638977301,0.20966680337886368
xy_snapshot,193,0.0,0.22,0.09646755347818597,0.48913841021090715,0.8935421573866595
xy_snapshot,194,0.0,0.16,0.13971630938311352,0.5570036221206897,0.8701583964390747
xy_snapshot,195,0.0,0.19,0.11273025812289304,0.9745995961205387,0.5935485085167044
xy_snapshot,196,0.0,0.12,0.0985338814190318,0.3770484633164144,0.07300759207316584
xy_snapshot,197,0.0,0.41,0.09982351839575351,0.9965892039343749,0.4656319918620647
xy_snapshot,198,0.0,0.19,0.15299695036922753,0.8177045618935604,0.2540951911395397
xy_snapshot,199,0.0,0.21,0.16363231036322756,0.8867502661185932,0.3045234679418565
xy_pf,0,0.0,0.23,0.05547770010016984,1.3841705884927377e-10,0.9999999999964955
xy_pf,1,0.0,0.17,0.056592605327016626,0.004668186763445148,0.0003626773568080434
xy_pf,2,0.0,0.07,0.04451196281405072,0.2540299797519514,0.9574130675129076
xy_pf,3,0.0,0.15,0.06025381366675952,4.1304950338020633e-11,0.999999999999
xy_pf,4,0.0,0.19,0.06699846720932263,1.5012880888757917e-06,0.9999999410290982
xy_pf,5,0.0,0.21,0.07347655529531333,0.28507079094318133,0.04968815700206636
xy_pf,6,0.0,0.32,0.05391625164393571,0.41740578772159875,0.08437371235665796
xy_pf,7,0.0,0.13,0.0609541113465894,0.0028639702407254933,0.00020962337317961604
xy_pf,8,0.0,0.25,0.04311339803192362,0.9636134947354558,0.3881777231307406
xy_pf,9,0.0,0.06,0.040729170000503474,0.9195159011093434,0.665441731981566
xy_pf,10,0.0,0.13,0.0357732168682878,0.3079763851963186,0.9448273284430975
xy_pf,11,0.0,0.08,0.04399213701341474,0.7144446159625173,0.1962894424654777
xy_pf,12,0.0,0.09,0.03299365294165476,0.2265199049707562,0.9633915420383324
xy_pf,13,0.0,0.13,0.039889416946526104,0.4079301480042193,0.918360425591999
xy_pf,14,0.0,0.15,0.05526884620787571,0.09235914355141814,0.01177751907420584
xy_pf,15,0.0,0.05,0.0435007899034354,0.02088570328921189,0.0020079946282253467
xy_pf,16,0.0,0.12,0.04552857751801548,0.3804748902604128,0.07394467290721976
xy_pf,17,0.0,0.03,0.038785610859819235,0.15807299942008948,0.023019314309169658
xy_pf,18,0.0,0.16,0.04801437937534528,0.0169799455292699,0.9984201041832192
xy_pf,19,0.0,0.14,0.0404755527883846,0.9888659738899901,0.5620388786059163
xy_pf,20,0.0,0.12,0.05244901201941296,4.1304950338020633e-11,0.999999999999
xy_pf,21,0.0,0.08,0.03967472429322536,0.42628470083782005,0.08697304328253304
xy_pf,22,0.0,0.11,0.052613984384996336,4.130580026464068e-11,1e-12
xy_pf,23,0.0,0.07,0.041726085365353584,0.7920652338226997,0.23821855922428553
xy_pf,24,0.0,0.21,0.06448156780776557,0.9938586654540881,0.4538979120069238
xy_pf,25,0.0,0.02,0.021562790208231056,0.02756686963592895,0.9972249937514839
xy_pf,26,0.0,0.13,0.044690812963488175,0.0014736127747514993,0.9998999564058579
xy_pf,27,0.0,0.05,0.03684343532818696,0.5991087852983951,0.14575278487866955
xy_pf,28,0.0,0.23,0.0584534667169913,0.5946770979130873,0.14402245997551527
xy_pf,29,0.0,0.16,0.08463186780290335,0.2962494235239754,0.9476613715620809
xy_pf,30,0.0,0.08,0.04052717694923704,0.9913700742082592,0.44536543292574826
xy_pf,31,0.0,0.27,0.04522768501813238,4.1304950338020633e-11,0.999999999999
xy_pf,32,0.0,0.14,0.030073001238707958,0.3762142311405279,0.07278021053330289
xy_pf,33,0.0,0.1,0.048132564829015706,0.2351909253482599,0.03846100949048006
xy_pf,34,0.0,0.1,0.04027191913919229,1.1967281090728367e-05,5.3736534876534e-07
xy_pf,35,0.0,0.24,0.053736626941660114,0.758052791119566,0.7811550549923773
xy_pf,36,0.0,0.06,0.04766354079372932,0.04851904354043379,0.9945903892742458
xy_pf,37,0.0,0.22,0.05434394200215538,0.6345081217196047,0.1600830174382111
xy_pf,38,0.0,0.19,0.054182372663842786,0.9729867918585872,0.5964545739404513
xy_pf,39,0.0,0.27,0.0519528880464179,0.9064814613429596,0.32194259517785323
xy_pf,40,0.0,0.18,0.04123730873673827,0.6413140073335896,0.8370527134081363
xy_pf,41,0.0,0.26,0.07352773910803168,0.6650195804779647,0.17322068656560585
xy_pf,42,0.0,0.21,0.0412172664480603,0.5428685741300441,0.12475227069085937
xy_pf,43,0.0,0.27,0.055575947210979575,0.9713062029764719,0.599390172723357
xy_pf,44,0.0,0.12,0.033295234442564166,0.762286162123679,0.778836595907016
xy_pf,45,0.0,0.23,0.07707420626087147,0.9829436816468236,0.5767328945222214
xy_pf,46,0.0,0.21,0.0761667107070609,0.9820654082453394,0.42132435832678844
xy_pf,47,0.0,0.05,0.028773885726184445,4.130580026464068e-11,1e-12
xy_pf,48,0.0,0.1,0.0545510411861251,0.9587768997686816,0.38104524143016993
xy_pf,49,0.0,0.12,0.04554837511714492,0.45506198172497236,0.09565284609221447
xy_pf,50,0.0,0.0,0.022639524829066723,0.0031698460909031787,0.9997651729152549
xy_pf,51,0.0,0.25,0.08472877029100268,0.7442843679774985,0.2114706092048812
xy_pf,52,0.0,0.07,0.038797691805628955,0.382043585100578,0.9256246096758565
xy_pf,53,0.0,0.13,0.03638249913350551,0.8338725864244073,0.7352210484286095
xy_pf,54,0.0,0.1,0.04253167457068789,0.839281623497139,0.26848453455161553
xy_pf,55,0.0,0.05,0.04036626677094349,0.8063320788099502,0.7530972576442403
xy_pf,56,0.0,0.2,0.05297324284484788,0.9981642921507565,0.5252178106486023
xy_pf,57,0.0,0.16,0.051627556405766634,0.11862457049555947,0.9839537810351096
xy_pf,58,0.0,0.11,0.03768580089394649,0.2175337024349811,0.034719475358538227
xy_pf,59,0.0,0.16,0.05078385985029664,0.0033194284542929246,0.999752726585849
xy_pf,60,0.0,0.16,0.0528642209915564,0.07998313139019739,0.990122020174802
xy_pf,61,0.0,0.15,0.05450952300790462,0.951874409550417,0.3715758733318901
xy_pf,62,0.0,0.18,0.04994924495841337,0.9826750843627572,0.5773322996810284
xy_pf,63,0.0,0.19,0.052711191088162454,0.9381246883139982,0.6453821725839621
xy_pf,64,0.0,0.15,0.037805159696082995,0.8565850451162076,0.280834249431518
xy_pf,65,0.0,0.13,0.043992769308533915,4.130580026464068e-11,1e-12
xy_pf,66,0.0,0.23,0.07219087204864012,0.28012401355721056,0.9514689203544563
xy_pf,67,0.0,0.23,0.05734744097564725,0.42684921129572617,0.08713954070701818
xy_pf,68,0.0,0.2,0.061898288658846674,0.2723339216990143,0.04672851532293093
xy_pf,69,0.0,0.0,0.02207552932387104,4.1304950338020633e-11,0.999999999999
xy_pf,70,0.0,0.2,0.04935078119976637,0.3686974517499455,0.929255070814393
xy_pf,71,0.0,0.12,0.028932096846480758,0.8896197966655409,0.6930513042614538
xy_pf,72,0.0,0.13,0.046889027124696885,0.912978909460562,0.32810536373574517
xy_pf,73,0.0,0.06,0.029047891012363613,0.5729512173171818,0.13573199697066224
xy_pf,74,0.0,0.09,0.03315998725849032,4.1304950338020633e-11,0.999999999999
xy_pf,75,0.0,0.04,0.02455717155455706,0.9936793508574762,0.45323068176908454
xy_pf,76,0.0,0.05,0.038581036325995646,0.3348037877516944,0.9381351079547608
xy_pf,77,0.0,0.13,0.06916848915954407,0.9644933713110024,0.3895266062900121
xy_pf,78,0.0,0.05,0.05814639665408526,1.5548612011978484e-05,0.9999992889195483
xy_pf,79,0.0,0.11,0.047086675313000634,0.1360105901124991,0.019039056084358887
xy_pf,80,0.0,0.12,0.050458882810999854,0.26574424260961094,0.9547776434647979
xy_pf,81,0.0,0.13,0.03775930107144318,4.1304950338020633e-11,0.999999999999
xy_pf,82,0.0,0.08,0.032458878587834195,0.436950536234716,0.9098559254975377
xy_pf,83,0.0,0.08,0.048662542373624475,0.15751842917115433,0.022916819312673916
xy_pf,84,0.0,0.09,0.03881651152336874,0.9736737845144882,0.40477218576426927
xy_pf,85,0.0,0.14,0.023206392429308817,0.5615860922500937,0.8684822074695053
xy_pf,86,0.0,0.15,0.06749426500384316,0.048023152337361465,0.994656233334013
xy_pf,87,0.0,0.18,0.04635715060216559,0.9944773119875986,0.45627844634986714
xy_pf,88,0.0,0.25,0.07380458385882774,0.9647088169060611,0.38985949666205644
xy_pf,89,0.0,0.1,0.04952969027582272,0.1189494648409964,0.01610095380059232
xy_pf,90,0.0,0.21,0.046260764958820325,0.9903907769644154,0.5576446215149202
xy_pf,91,0.0,0.14,0.05476385945476707,0.9301909027117914,0.3457237421270586
xy_pf,92,0.0,0.16,0.03499560709462152,5.960772872076451e-07,2.2184954106823635e-08
xy_pf,93,0.0,0.08,0.03778844058696269,0.26264491888665553,0.9554801430272633
xy_pf,94,0.0,0.15,0.0662932879585067,0.5261723290397902,0.11889365557219357
xy_pf,95,0.0,0.07,0.029887173956305496,0.01243691798737837,0.9988959570860932
xy_pf,96,0.0,0.18,0.051170943191870995,0.927307099285646,0.3426234816032804
xy_pf,97,0.0,0.16,0.038507221233374994,0.8662553990996554,0.7118991019599059
xy_pf,98,0.0,0.15,0.04618771069758603,0.7372719352753383,0.20780803552881547
xy_pf,99,0.0,0.18,0.039194513755375436,0.9996786776570556,0.510552420108513
xy_pf,100,0.0,0.31,0.0646946051548011,0.9898156416492109,0.4406593203251825
xy_pf,101,0.0,0.02,0.036427685822248305,0.5920972093007076,0.14302139653685636
xy_pf,102,0.0,0.11,0.029496977866079094,0.0008498018091034302,5.444864656363213e-05
xy_pf,103,0.0,0.13,0.037555202861014485,0.0005574011232028837,0.9999657539747955
xy_pf,104,0.0,0.11,0.03818604296854669,0.9525349475703352,0.372450316519633
xy_pf,105,0.0,0.08,0.045432443892231264,0.20158872607068148,0.9685547497011753
xy_pf,106,0.0,0.11,0.03974420297998556,0.901443072417741,0.31731987358702374
xy_pf,107,0.0,0.1,0.03734463505728625,0.009206936209433067,0.9992171738558995
xy_pf,108,0.0,0.19,0.04230004691662268,0.5865817833245734,0.140896471508219
xy_pf,109,0.0,0.23,0.05689560542399561,4.130580026464068e-11,1e-12
xy_pf,110,0.0,0.05,0.048334283747825245,0.2250883311509168,0.9636945791198328
xy_pf,111,0.0,0.01,0.02615880452814624,0.17499636204698532,0.973793306098902
xy_pf,112,0.0,0.08,0.043378293669305235,0.015130055060146416,0.0013830502847817921
xy_pf,113,0.0,0.17,0.05526835509701643,6.214347813593294e-06,0.9999997330567441
xy_pf,114,0.0,0.1,0.04999890846018537,0.033866399221088694,0.0035333039325205835
xy_pf,115,0.0,0.1,0.03398498862338307,0.41474362553890054,0.9163985725418957
xy_pf,116,0.0,0.15,0.03337996009261206,0.35253528499935044,0.0664503729051998
xy_pf,117,0.0,0.26,0.06685257782478486,0.9494530404260825,0.6315776291668641
xy_pf,118,0.0,0.22,0.05603812365291058,0.8283975163876052,0.7389028243281452
xy_pf,119,0.0,0.19,0.042113910466474946,0.7345623978746963,0.7935909848664366
xy_pf,120,0.0,0.06,0.041930713121741035,4.130580026464068e-11,1e-12
xy_pf,121,0.0,0.06,0.031951334162925796,0.9075598551572746,0.6770507637479932
